product_number	produkt_name	hersteller	stock	available_stock	active	manufacturer_number	brutto_preis	varianten	created_at
PPQOU	Individuelle Schliessanlage  Winkhaus X-TRA Nr: PPQOU	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-11-16 00:00:00.000
PTJ1B	Individuelle Schliessanlage  Winkhaus X-TRA Nr: PTJ1B	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-04 00:00:00.000
PTZ0U	Individuelle Schliessanlage DOM ix Twido Nr: PTZ0U	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-05 00:00:00.000
PV3HC	Individuelle Schliessanlage DOM ix Twido Nr: PV3HC	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-10-04 00:00:00.000
PXVQXX	Individuelle Schließanlage PXVQXX	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
Q1VTGL	Individuelle Schließanlage Q1VTGL	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
Q1YVC3	Individuelle Schließanlage Q1YVC3	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
Q4K5Z	Individuelle Schliessanlage DOM ix Twido Nr: Q4K5Z	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-12-18 00:00:00.000
Q4ZB9T	Individuelle Schließanlage Q4ZB9T	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
Q61WJ	Individuelle Schliessanlage DOM ix Twido Nr: Q61WJ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-06 00:00:00.000
Q6NSD	Individuelle Schliessanlage DOM ix Twido Nr: Q6NSD	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-24 00:00:00.000
Q8DFC	Individuelle Schliessanlage DOM ix Twido Nr: Q8DFC	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-10-18 00:00:00.000
QBBIU4	Individuelle Schließanlage QBBIU4	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QC3N3D	Individuelle Schließanlage QC3N3D	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QC5W8D	Individuelle Schließanlage QC5W8D	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QDSWMW	Individuelle Schließanlage QDSWMW	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QDXT29	Individuelle Schließanlage QDXT29	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QG3J4	Individuelle Schliessanlage DOM RS Sigma plus Nr: QG3J4	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-10-10 00:00:00.000
QGE20	Individuelle Schliessanlage  Winkhaus X-TRA Nr: QGE20	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-24 00:00:00.000
QGZ7S	Individuelle Schliessanlage DOM ix Twido Nr: QGZ7S	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-09-11 00:00:00.000
QHFUJ	Individuelle Schliessanlage DOM RS Sigma plus Nr: QHFUJ	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-03-07 00:00:00.000
QHZNV	Individuelle Schliessanlage DOM ix Twido Nr: QHZNV	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-01 00:00:00.000
QHZUYQ	Individuelle Schließanlage QHZUYQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QI00J	Individuelle Schliessanlage DOM ix Twido Nr: QI00J	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-05 00:00:00.000
QIQDWK	Individuelle Schließanlage QIQDWK	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QK02V	Individuelle Schliessanlage DOM Twinstar Nr: QK02V	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-05-12 00:00:00.000
QPGYQO	Individuelle Schließanlage QPGYQO	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
QPNLN	Individuelle Schliessanlage DOM RS Sigma plus Nr: QPNLN	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-03-03 00:00:00.000
QT97P	Individuelle Schliessanlage DOM RS Sigma plus Nr: QT97P	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-09 00:00:00.000
QUXJ4	Individuelle Schliessanlage DOM ix Twido Nr: QUXJ4	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-02-21 00:00:00.000
QVZWR	Individuelle Schliessanlage DOM ix Twido Nr: QVZWR	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-06-12 00:00:00.000
QY5T24	Individuelle Schließanlage QY5T24	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
R016T	Individuelle Schliessanlage DOM ix Twido Nr: R016T	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-05-08 00:00:00.000
R3TFXL	Individuelle Schließanlage R3TFXL	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
R4KR4	Individuelle Schliessanlage DOM Twinstar Nr: R4KR4	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-10-12 00:00:00.000
R4XKEJ	Individuelle Schließanlage R4XKEJ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
R5N4JR	Individuelle Schließanlage R5N4JR	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
R6346	Individuelle Schliessanlage DOM ix Twido Nr: R6346	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-05-04 00:00:00.000
RAI1F1	Individuelle Schließanlage RAI1F1	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RB286	Individuelle Schliessanlage DOM ix Twido Nr: RB286	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2022-06-30 00:00:00.000
RBLUV	Individuelle Schliessanlage  Winkhaus X-TRA Nr: RBLUV	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-09-19 00:00:00.000
RDSXYG	Individuelle Schließanlage RDSXYG	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RFHMHE	Individuelle Schließanlage RFHMHE	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RHPXZR	Individuelle Schließanlage RHPXZR	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RJ2NSQ	Individuelle Schließanlage RJ2NSQ	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RLLQBX	Individuelle Schließanlage RLLQBX	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RLOXY0	Individuelle Schließanlage RLOXY0	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RMYURC	Individuelle Schließanlage RMYURC	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RO12IO	Individuelle Schließanlage RO12IO	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
ROBYA	Individuelle Schliessanlage  Winkhaus X-TRA Nr: ROBYA	Becker Sicherheitstechnik GmbH	-2	-2	1	NULL	NULL	0	2023-10-16 00:00:00.000
ROSJP	Individuelle Schliessanlage  Winkhaus X-TRA Nr: ROSJP	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-11-19 00:00:00.000
RRRXWT	Individuelle Schließanlage RRRXWT	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RW6D00	Individuelle Schließanlage RW6D00	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RWOCV	Individuelle Schliessanlage  Winkhaus X-TRA Nr: RWOCV	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-04-20 00:00:00.000
RZKBP7	Individuelle Schließanlage RZKBP7	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
RZNEOR	Individuelle Schließanlage RZNEOR	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
S&V-LL.19.AM.ZK	SimonsVoss - SmartLocker AX Hybrid	SimonsVoss	1	1	1	SV-LL.19.AM.G2.ZK	NULL	0	2025-02-11 09:26:37.896
S&V-SC.M.E.G2.WM	SimonsVoss SmartCard Leser extern	SimonsVoss	1	1	1	SC.M.E.G2.W	NULL	2	2024-11-19 09:37:40.152
S&V-SC.M.I.G2	SimonsVoss SmartCard Leser intern	SimonsVoss	1	1	1	SC.M.I.G2	NULL	0	2024-11-19 09:06:11.722
S&V-SmartCD.G2M	SimonsVoss Programmiergeräte SmartCD	SimonsVoss	0	0	1	NULL	NULL	3	2025-01-15 10:31:21.732
S&V-SREL2.COVER	SimonsVoss Schutzgehäuse für das SmartRelais 2	SimonsVoss	1	1	1	SREL2.COVER1	NULL	0	2024-11-19 10:36:06.082
S&V-SREL2.ZK.MHM	SimonsVoss Digitales Smart Relais 2 3063 (Hybrid-Ausführung)	SimonsVoss	0	0	1	SREL2.ZK.MH.G2.W	NULL	2	2024-11-19 07:44:37.307
S&V-TRA.G2.Scha	SimonsVoss - Schalttransponder 3064, TRA2.G2.SCHALT	SimonsVoss	0	0	0	TRA2.G2.SCHALT	NULL	0	2025-08-28 07:31:18.340
S&V-TRA.GH	SimonsVoss Leer-Transpondergehäuse mit blauem Taster	SimonsVoss	6	6	1	TRA.GH	NULL	0	2025-02-21 10:09:46.996
S&V-TRA.GH.ROT	SimonsVoss Leer-Transpondergehäuse mit rotem Taster	SimonsVoss	0	0	1	TRA.GH.ROT	NULL	0	2025-07-21 08:20:26.523
S&V-WNM.RN2.ER.	SimonsVoss RouterNode 2	SimonsVoss	2	2	1	WNM.RN2.ER.IO	NULL	0	2025-02-11 07:57:19.277
S&V-Z4.SCHL	SimonsVoss Montage-/Batterieschlüssel TN4	SimonsVoss	12	12	1	Z4.SCHLUESSEL	NULL	0	2025-04-28 11:01:00.996
S3I5B4	Individuelle Schließanlage S3I5B4	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
S4XON3	Individuelle Schließanlage S4XON3	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
S6XKIM	Individuelle Schließanlage S6XKIM	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
S7O21	Individuelle Schliessanlage  Winkhaus X-TRA Nr: S7O21	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2023-07-31 00:00:00.000
S8KL2X	Individuelle Schließanlage S8KL2X	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
S8UWMN	Individuelle Schließanlage S8UWMN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
SALTO-CU42E0TEUM	SALTO CU42xx Türsteuerungen - UNIVERSAL	Salto	0	0	1	CU4200TEU	NULL	2	2026-01-16 12:30:30.645
SALTO-EC904B0	SALTO NCoder	Salto	7	7	1	EC904B0EU	NULL	0	2023-08-29 00:00:00.000
SALTO-EM1xx-SP2	SALTO Gehäuseschlüssel für XS4 MINI 	Salto	1	1	1	SP221457	NULL	0	2026-01-16 07:55:15.333
SALTO-EPS100	Salto Notstromversorgung EPS100	Salto	4	4	1	EPS100	NULL	0	2023-08-31 00:00:00.000
SALTO-LM050M20M	SALTO XS4 Mifare e-Locker BLE MIFARE/DESFire + HSE - LM050	Salto	0	0	1	L9050A20	NULL	8	2023-08-29 00:00:00.000
SALTO-PFD04KB-1M	SALTO DESFIRE® Identmedium - Schlüsselanhänger Keytag 4K	Salto	-17	-17	1	PFM01KB	NULL	15	2023-08-28 00:00:00.000
SALTO-PFM01KB-1M	SALTO MIFARE® Identmedium - Schlüsselanhänger Keytag 1K	Salto	0	0	0	PFM01KB	NULL	30	2023-08-28 00:00:00.000
SALTO-PPD800	SALTO XS4 PPD 800 Tragbares Programmiergerät	Salto	11	11	1	PPD800	NULL	0	2023-08-29 00:00:00.000
SALTO-SP00105	SALTO Ersatzkabel für PPD 800 & PPD 200	Salto	0	0	1	SP00105	NULL	0	2026-01-15 13:25:29.301
SALTO-SP01045-1	Salto-Ersatzkabel für XS4-Beschläge	Salto	0	0	1	SP01045-170	NULL	0	2026-01-16 09:10:28.645
SALTO-SP225542	SALTO Neo Montageschlüssel	Salto	4	4	1	SP225542	NULL	0	2026-01-15 10:46:18.278
SALTO-SP226009	SALTO Schlüssel für Batteriewechsel SALTO Neoxx Vorhangschloss	Salto	3	3	1	SP226009	NULL	0	2026-01-15 14:42:02.266
SALTO-SP226849	SALTO Wetterschutzkit für XS4 Original + Schmalschildmodell	Salto	0	0	0	SP226849	NULL	0	2026-01-20 14:52:22.978
SALTO-WRDM0G4xM	SALTO Glas XS Wandleser	Salto	-1	-1	1	WRDM0G4W	NULL	2	2025-08-19 11:32:03.454
SC5CV6	Individuelle Schließanlage SC5CV6	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
Schake-471FUBM	Schake Durchgangs- und Parkplatzsperre 471FUB	Schake	0	0	1	471FUB	NULL	2	2025-01-23 15:42:50.064
SCHMH	Individuelle Schliessanlage DOM RS Sigma plus Nr: SCHMH	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-02-27 00:00:00.000
SCHN-FUE917255	Hauptersatzschloss, Entfernung 72 mm, Dorn 55 mm, Fuhr Version Multisafe 855	Fuhr	4	4	0	NULL	NULL	0	2021-03-08 00:00:00.000
SCHN-FUE917265	Hauptersatzschloss, Entfernung 72 mm, Dorn 65 mm, Fuhr Version Multisafe 855	Fuhr	3	3	0	NULL	NULL	0	2021-03-08 00:00:00.000
SCHN-GZ5401	GEZE Drehlager für T-Stop Gleitschiene, silberfarbig EV1	GEZE	0	0	0	NULL	NULL	0	2021-03-08 00:00:00.000
Schn-HO1810LBAD	Zimmertürgarnitur Hoppe "New York" 1810/273P, 78 mm BAD/WC, Nuss 8 mm, Langschild, F1	Hoppe	14	14	1	3272941	NULL	0	2020-04-07 00:00:00.000
Schn-HO1810LBB1	Zimmertürgarnitur Hoppe "New York" 1810/273P, 72 mm BB, Nuss 8 mm, Langschild, F1	Hoppe	70	70	1	3272909	NULL	0	2020-04-07 00:00:00.000
Schn-HO1810LPZ1	Zimmertürgarnitur Hoppe "New York" 1810/273P, 72 mm PZ, Nuss 8 mm, Langschild, F1	Hoppe	7	7	1	3272925	NULL	0	2020-04-07 00:00:00.000
Schn-HO1810RBB1	Rosettengarnitur Hoppe "New York" 1810/42KV/42KVS, BB, Nuss 8 mm, Ø 52 mm, F1	Hoppe	68	68	1	3273207	NULL	0	2020-04-07 00:00:00.000
Schn-HO1810RPZ1	Rosettengarnitur Hoppe "New York" 1810/42KV/42KVS, PZ, Nuss 8 mm, Ø 52 mm, F1	Hoppe	20	20	1	3273223	NULL	0	2020-04-07 00:00:00.000
SCHN-HO19196501	Schutz-Drückergarnitur Hoppe "Birmingham" 1117/2221A/2440, 72 mm PZ, Nuss 8 mm, Schutzlangschild, F1	Hoppe	9	9	1	2550532	NULL	0	2020-04-17 00:00:00.000
Schn-WA091PZW	Aufschraubschloss, PZ gelocht, Breite: 95 mm, Höhe: 108 mm, links / rechts verwendbar	Wasu	120	120	1	NULL	NULL	0	2021-03-08 00:00:00.000
Schn-WA093PZW	Aufschraubschloss, PZ gelocht, Breite: 95 mm, Höhe: 177 mm, links / rechts verwendbar	Wasu	101	101	1	NULL	NULL	0	2021-03-08 00:00:00.000
SCMVKS	Individuelle Schließanlage SCMVKS	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
SCNGNS	Individuelle Schließanlage SCNGNS	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
SCNYD	Individuelle Schliessanlage DOM Twinstar Nr: SCNYD	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-08-09 00:00:00.000
SD4JS	Individuelle Schliessanlage  Winkhaus X-TRA Nr: SD4JS	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-08 00:00:00.000
SEIFW4	Individuelle Schließanlage SEIFW4	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
SFDGUN	Individuelle Schließanlage SFDGUN	NULL	1	1	1	NULL	NULL	0	2024-01-01 08:17:05.000
SH82100	Mehrschlüssel ix Twido bei Erstbestellung	DOM	-349	-349	1	NULL	NULL	0	2020-05-26 00:00:00.000
SH82110	Nachschlüssel für Eigenprofil ix Twido®-Schließungen	DOM	-22	-22	1	NULL	NULL	0	2025-02-17 07:16:28.029
SH82200	Mehrschlüssel RN bei Erstbestellung	DOM	-514	-514	1	NULL	NULL	0	2020-09-02 00:00:00.000
SH82300	Mehrschlüssel Wilka 1400 bei Erstbestellung	WILKA	-937	-937	1	NULL	NULL	0	2020-09-02 00:00:00.000
SH82310	WILKA 1400 Nachschlüssel nach Nummer 400001-499999	WILKA	0	0	1	NULL	NULL	0	2025-02-17 09:09:54.777
SHAS08A721AA11G2M	SimonsVoss elektronischer Türbeschlag Smart-Handle 3062	SimonsVoss	0	0	1	SHAS08A721AA11G2	NULL	288	2023-02-02 00:00:00.000
SHAS8A721AA13G2M	SimonsVoss DigitalesSmart-Handle 3062 Passiv	SimonsVoss	0	0	1	SHAS***1**12G2	NULL	288	2024-02-09 00:00:00.000
SHD6QY	Individuelle Schließanlage SHD6QY	NULL	0	0	1	NULL	NULL	0	2024-01-01 08:17:05.000
Sila-MLM1-FR	Silca MLM1 Schlüssel nach Nummer	Silca	0	0	0	NULL	NULL	0	2023-08-16 00:00:00.000
Silca-AB1X	Silca Rohling ABUS AB1X	Silca	250	250	1	CAB1X	NULL	0	2023-08-07 00:00:00.000
Silca-AB2	Silca Rohling für ABUS AB2	Silca	90	90	1	CAB2	NULL	0	2023-08-07 00:00:00.000
Silca-AB3	Silca Rohling ABUS AB3	Silca	189	189	1	CAB3	NULL	0	2023-08-07 00:00:00.000
Silca-AB76	Silca Rohling ABUS AB76	Silca	80	80	1	CAB76	NULL	0	2023-08-07 00:00:00.000
Silca-BAI1	Silca Rohling für BASI BAI1	Silca	170	170	1	CABAI1	NULL	0	2023-08-07 00:00:00.000
Silca-BK15X	Silca Rohling für BKS BK15X	Silca	-40	-40	1	CBK15X	NULL	0	2025-01-21 11:59:54.194
Silca-BK1X	Silca Rohling für BKS BK1X	Silca	110	110	1	CBK1X	NULL	0	2025-01-21 11:51:13.664
Silca-BUR20	Silca Rohling Burg BUR20	Silca	-80	-80	1	CBUR20	NULL	0	2023-08-07 00:00:00.000
Silca-BUR21	Silca Rohling Burg BUR21	Silca	150	150	1	CBUR21	NULL	0	2023-08-07 00:00:00.000
Silca-BUR24R	Silca Rohling Burg BUR24R	Silca	210	210	1	CBUR24R	NULL	0	2023-08-07 00:00:00.000
Silca-BUR29	Silca Rohling Burg BUR29	Silca	-10	-10	1	CBUR29	NULL	0	2023-08-07 00:00:00.000
Silca-CE2X	Silca Rohling CES CE2X	Silca	190	190	1	CCE2X	NULL	0	2023-08-07 00:00:00.000
Silca-CE4	Silca Rohling CES CE4	Silca	125	125	1	CCE4	NULL	0	2023-08-07 00:00:00.000
Silca-CE41	Silca Rohling CES CE41	Silca	300	300	1	CCE41	NULL	0	2023-08-07 00:00:00.000
Silca-CE6	Silca Rohling CES CE6	Silca	-73	-73	1	CCE6	NULL	0	2023-08-07 00:00:00.000
Silca-CS85	Silca Rohling ABUS CS85	Silca	316	316	1	CCS85	NULL	0	2023-08-07 00:00:00.000
Silca-DM119	Silca Rohling DOM119	Silca	290	290	1	CDM119	NULL	0	2023-08-07 00:00:00.000
Silca-DM14	Silca Rohling DOM14	Silca	106	106	1	CDM14	NULL	0	2023-08-07 00:00:00.000
Silca-DM16	Silca Rohling DOM DM16	Silca	89	89	1	CDM16	NULL	0	2023-08-07 00:00:00.000
Silca-DM17	Silca Rohling DOM DM17	Silca	100	100	1	CDM17	NULL	0	2023-08-07 00:00:00.000
Silca-DM3X	Silca Rohling DOM DM3X	Silca	60	60	1	CDM3X	NULL	0	2023-08-07 00:00:00.000
Silca-DM8	Silca Rohling DOM DM8	Silca	130	130	1	CDM8	NULL	0	2023-08-07 00:00:00.000
Silca-EU1R	Silca Rohling EU1R für Euro Locks	Silca	140	140	1	CEU1R	NULL	0	2025-01-21 12:54:14.805
Silca-EV10X	Silca Rohling EV10X für EVVA	Silca	300	300	1	CEV10X	NULL	0	2025-01-21 13:01:35.208
Silca-EV69X	Silca Rohling EVVA EV69X	Silca	275	275	1	CEV69X	NULL	0	2025-01-21 13:15:18.308
Silca-HF75R	Silca Rohling HF75R 	Silca	28	28	1	CHF75R	NULL	0	2025-01-22 09:57:35.832
Silca-HN1	Silca Rohling HEKNA HN1	Silca	70	70	1	CHN1	NULL	0	2025-01-22 10:18:17.158
Silca-HPP1R	Silca Rohling HPP1R 	Silca	47	47	1	CHPP1R  	NULL	0	2025-01-22 10:53:30.751
Silca-HW4R	Silca Rohling HUWIL HW4R 	Silca	170	170	1	CHW4R 	NULL	0	2025-01-21 13:28:18.176
Silca-IE27R	Silca Rohling Iseo IE27R	Silca	230	230	1	CIE27R	NULL	0	2025-01-21 13:54:40.240
Silca-IE6X	Silca Rohling Iseo IE6X	Silca	130	130	1	CIE6X	NULL	0	2025-01-22 15:09:49.518
Silca-JU1	Silca Rohling JUNIE JU1	Silca	80	80	1	CJU1 	NULL	0	2025-01-22 12:51:14.918
Silca-JU11	Silca Rohling JU11	Silca	50	50	1	CJU11	NULL	0	2025-01-22 13:03:30.659
Silca-JU11R	Silca Rohling JU11R	Silca	50	50	1	CJU11R	NULL	0	2025-01-22 13:49:02.704
Silca-JU12	Silca Rohling JU12	Silca	70	70	1	CJU12	NULL	0	2025-01-22 13:58:50.869
Silca-JU13R	Silca Rohling JU13R	Silca	80	80	1	CJU13R	NULL	0	2025-01-22 14:14:43.314
Silca-LF23R	Silca Rohling Lowe & Fletcher  LF23R 	Silca	225	225	1	CLF23R 	NULL	0	2025-01-21 14:30:29.766
Silca-LS11	Silca Rohling LAS LS11	Silca	100	100	1	CLS11	NULL	0	2025-01-22 14:33:26.102
Silca-LS13	Silca Rohling LAS LS13	Silca	135	135	1	CLS13 	NULL	0	2025-01-21 15:33:59.218
Silca-MLM1	Silca Rohling MLM1	Silca	70	70	1	CMLM1	NULL	0	2025-01-21 15:54:51.318
Silca-REN1	Silca Rohling RENZ REN1	Silca	230	230	1	CREN1 	NULL	0	2025-01-22 07:26:29.369
Silca-REN5R	Silca Rohling RENZ REN5R	Silca	350	350	1	CREN5R	NULL	0	2025-01-22 07:48:19.904
Silca-TO114RX	Silca Rohling TOK-WINKHAUS TO114RX	Silca	235	235	1	CTO114RX	NULL	0	2025-01-22 08:05:19.220
Silca-TO30RX	Silca Rohling TOK-WINKHAUS TO30RX	Silca	76	76	1	CTO30RX	NULL	0	2025-01-22 08:20:58.898
Silca-TOP1RX	Silca Rohling TOP1RX 	Silca	308	308	1	CTOP1RX	NULL	0	2025-01-22 08:47:01.271
Silca-UL050X	Silca Rohling UNIVERSAL UL050X	Silca	174	174	1	CUL050X	NULL	0	2025-01-22 09:34:40.514
Silca-UL051X	Silca Rohling UNIVERSAL UL051X	Silca	320	320	1	CUL051X	NULL	0	2025-01-22 09:45:18.097
Silca-VAC2	Silca Rohling VAC2	Silca	110	110	1	CVAC2	NULL	0	2025-01-22 14:42:00.209
Silca-WK1X	Silca Rohling für Wilka WK1	Silca	200	200	1	CABWK1	NULL	0	2023-08-07 00:00:00.000
Silca-WK55	Silca Rohling für Wilka WK55	Silca	335	335	1	CABWK55	NULL	0	2023-08-07 00:00:00.000
Silca-ZE1X	Silca Rohling ZE1X	Silca	210	210	1	CZE1X	NULL	0	2025-01-22 15:00:01.386
SJ4PP	Individuelle Schliessanlage DOM ix Twido Nr: SJ4PP	Becker Sicherheitstechnik GmbH	0	0	1	NULL	NULL	0	2024-07-08 00:00:00.000
SL-1023	Einbausicherung 70 mm 3 lange Schlüssel, Profil G 20	ISEO	5	5	1	4012529900217	NULL	0	2020-09-15 00:00:00.000
SL-1033	Einbausicherung ESKA/3 70 mm, 3 Schlüssel	ISEO	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
SL-1040	2 Stk. Einbausicherung gleichschließend, mit 6 Schlüssel 50 mm	ISEO	0	0	0	NULL	NULL	0	2020-09-15 00:00:00.000
SL-1041	3 Stk. Einbausicherung gleichschließend, mit 6 Schlüssel 50 mm	ISEO	48	48	1	4012529902013	NULL	0	2020-09-15 00:00:00.000
SL-1042	4 Stk. Einbausicherung gleichschließend, mit 6 Schlüssel 50 mm	ISEO	-2	-2	0	NULL	NULL	0	2020-09-15 00:00:00.000
SL-1488EURDAT	Master Lock 1488EURDAT Garagentürbausatz, inkl. verdecktem Vorhängeschlossbügel 71 mm, Stangeneinhei	Master Lock	2	2	1	1488EURDAT	NULL	0	2020-05-09 00:00:00.000
SL-249EURDAT	Master Lock 249 Lenkradsperre	Master Lock	90	90	1	SL-249EURD	NULL	0	2022-05-04 00:00:00.000
SL-4724020L	Glastür-Einsteckschloss BKS Nr. 00070271, PZ gelocht, 40/8/72 mm, 20x235 mm Stulp kantig, DIN links	BKS	5	5	1	00070271	NULL	0	2022-06-10 00:00:00.000
SL-4724020R	Glastür-Einsteckschloss BKS Nr. 00070272, PZ gelocht, 40/8/72 mm, 20x235 mm Stulp kantig, DIN rechts	BKS	6	6	1	00070272	NULL	0	2022-06-10 00:00:00.000
SL-4S40/30	Bever Ersatzschloss 340P PZW 40/8/72	Bever	4	4	1	340P	NULL	0	2026-01-29 10:12:24.813
SL-4S40/40	Bever Ersatzschloss 440P PZW 40/8/72	Bever	6	6	1	440P	NULL	0	2026-01-29 11:00:35.192
SL-4S55/30	Bever Ersatzschloss 300P PZW 55/72/8	Bever	6	6	1	300P	NULL	0	2026-01-29 09:46:59.811
SL-4S55/40	Bever Ersatzschloss 400P PZW 55/8/72	Bever	-2	-2	1	400P	NULL	0	2026-01-29 10:35:40.367
SL-4S6030	Schloss (lose) für Schlosskasten, PZ gelocht, Stulp 24x167 mm, für 30 mm Rohr, Bever 360P	Bever	6	6	1	360P	NULL	0	2021-04-01 00:00:00.000
SL-4S6040	Schloss (lose) für Schlosskasten, PZ gelocht, Stulp 33x167 mm, für 40 mm Rohr, Bever 460P	Bever	0	0	1	460P	NULL	0	2021-04-01 00:00:00.000
SL-4S6050	Schloss (lose) für Schlosskasten, PZ gelocht, Stulp 43x167 mm, für 50 mm Rohr, Bever 560P	Bever	5	5	1	560P	NULL	0	2021-04-01 00:00:00.000
SL-4S6060	Schloss (lose) für Schlosskasten, PZ gelocht, Stulp 53x167 mm, für 60 mm Rohr, Bever 660P	Bever	2	2	1	660P	NULL	0	2021-04-01 00:00:00.000
SL-53023	Garagentorgarnitur, Aluminium F1 Natur, NEMEF	NEMEF	1	1	0	NULL	NULL	0	2021-03-11 00:00:00.000
SL-5441EURD	Master Lock Schlüsselkasten 5441EURD, Wandmontage	Master Lock	3	3	1	5441EURD	NULL	0	2020-05-09 00:00:00.000
SL-5451EURD	Master Lock Schlüsselkasten 5451EURD für 5 Schlüssel	Master Lock	0	0	1	5451EURD	NULL	0	2020-05-09 00:00:00.000
SL-67011GL	Garagenknebel abschließbar, Vierkant 60 mm, gleichschließend	Malte Block	65	65	1	50121	NULL	0	2021-03-08 00:00:00.000
SL-822590M	Reparaturblech in Edelstahl	Becker Sicherheitstechnik GmbH	80	80	1	NULL	NULL	2	2024-01-03 00:00:00.000
SL-88452S	Ersatzscheibe für Notschlüsselkasten	BASI	40	40	1	NKE 215	NULL	0	2021-03-08 00:00:00.000
